PEP, 66.33%
PFE, 54.51%
PFE, 52.10%
PFE, 65.53%
PFE, 68.54%
PFG, 56.11%
PFG, 52.91%
PFG, 58.12%
PFG, 61.92%
PG, 48.70%
PG, 52.51%
PG, 61.32%
PG, 70.54%
PGR, 55.31%
PGR, 51.90%
PGR, 62.12%
PGR, 61.52%
PH, 54.11%
PH, 55.11%
PH, 64.13%
PH, 66.53%
PHM, 54.71%
PHM, 56.51%
PHM, 64.93%
PHM, 63.13%
PKG, 56.11%
PKG, 54.71%
PKG, 66.53%
PKG, 66.73%
PKI, 53.11%
PKI, 54.31%
PKI, 68.14%
PKI, 68.74%
PLD, 48.90%
PLD, 52.30%
PLD, 68.74%
PLD, 65.33%
PM, 58.52%
PM, 54.91%
PM, 67.13%
PM, 66.53%
PNC, 51.90%
PNC, 54.11%
PNC, 60.52%
PNC, 59.52%
PNR, 55.51%
PNR, 50.50%
PNR, 66.73%
PNR, 61.92%
PNW, 55.91%
PNW, 50.30%
PNW, 69.74%
PNW, 64.93%
PPG, 55.31%
PPG, 55.91%
PPG, 66.33%
PPG, 67.94%
PPL, 58.32%
PPL, 59.92%
PPL, 69.74%
PPL, 70.14%
PRGO, 52.71%
PRGO, 56.51%
PRGO, 65.73%
PRGO, 63.13%
PRU, 49.50%
PRU, 56.91%
PRU, 63.73%
PRU, 57.92%
PSA, 51.50%
PSA, 58.32%
PSA, 69.14%
PSA, 61.32%
PSX, 56.31%
PSX, 57.52%
PSX, 68.14%
PSX, 69.94%
PVH, 52.51%
PVH, 53.51%
PVH, 62.32%
PVH, 60.12%
PWR, 46.49%
PWR, 60.52%
PWR, 64.13%
PWR, 60.52%
PX, 58.52%
PX, 54.31%
PX, 64.13%
PX, 61.12%
PXD, 52.30%
PXD, 56.51%
PXD, 69.34%
PXD, 69.94%
QCOM, 51.90%
QCOM, 53.71%
QCOM, 67.54%
QCOM, 63.33%
RCL, 54.31%
RCL, 57.52%
RCL, 62.12%
RCL, 57.92%
RE, 50.30%
RE, 51.30%
RE, 65.93%
RE, 68.34%
REG, 52.91%
REG, 52.10%
REG, 72.75%
REG, 72.14%
REGN, 56.11%
REGN, 59.72%
REGN, 71.54%
REGN, 72.55%
RF, 54.51%
RF, 51.10%
RF, 64.73%
RF, 57.31%
RHI, 52.71%
RHI, 53.51%
RHI, 64.93%
RHI, 64.73%
RHT, 54.31%
RHT, 53.91%
RHT, 66.93%
RHT, 53.71%
RJF, 54.11%
RJF, 52.51%
RJF, 57.11%
RJF, 60.12%
RL, 55.11%
RL, 55.91%
RL, 65.53%
RL, 58.92%
RMD, 51.70%
RMD, 56.51%
RMD, 64.33%
RMD, 59.52%
ROK, 52.51%
ROK, 51.10%
ROK, 60.92%
ROK, 66.93%
ROP, 53.91%
ROP, 54.11%
ROP, 60.12%
ROP, 58.72%
ROST, 51.10%
ROST, 54.91%
ROST, 58.72%
ROST, 65.93%
RRC, 47.70%
RRC, 52.91%
RRC, 65.33%
RRC, 58.12%
RSG, 53.71%
RSG, 55.71%
RSG, 64.13%
RSG, 63.33%
RTN, 53.71%
RTN, 52.91%
RTN, 61.52%
RTN, 55.11%
SBAC, 55.51%
SBAC, 53.91%
SBAC, 64.13%
SBAC, 66.53%
SBUX, 56.31%
SBUX, 56.91%
SBUX, 68.14%
SBUX, 66.33%
SCG, 52.91%
SCG, 55.51%
SCG, 63.73%
SCG, 61.12%
SCHW, 47.49%
SCHW, 54.11%
SCHW, 54.51%
SCHW, 56.31%
SEE, 56.71%
SEE, 58.32%
SEE, 74.35%
SEE, 68.54%
SHW, 50.70%
SHW, 57.11%
SHW, 60.92%
SHW, 69.74%
SIG, 54.91%
SIG, 55.31%
SIG, 67.74%
SIG, 66.93%
SJM, 57.52%
SJM, 53.91%
SJM, 57.52%
SJM, 60.72%
SLB, 54.31%
SLB, 54.91%
SLB, 62.93%
SLB, 65.13%
SLG, 57.92%
SLG, 56.11%
SLG, 69.14%
SLG, 67.33%
SNA, 53.31%
SNA, 57.92%
SNA, 67.74%
SNA, 68.34%
SNPS, 52.51%
SNPS, 51.90%
SNPS, 61.32%
SNPS, 60.52%
SO, 59.32%
SO, 57.31%
SO, 73.15%
SO, 73.75%
SPG, 54.31%
SPG, 57.72%
SPG, 66.53%
SPG, 64.93%
SPGI, 53.11%
SPGI, 51.90%
SPGI, 59.72%
SPGI, 63.53%
SRCL, 54.71%
SRCL, 52.91%
SRCL, 58.72%
SRCL, 65.73%
SRE, 56.91%
SRE, 57.52%
SRE, 75.75%
SRE, 73.15%
STI, 49.50%
STI, 54.11%
STI, 65.73%
STI, 62.32%
STT, 53.51%
STT, 51.70%
STT, 60.32%
STT, 62.12%
STX, 52.51%
STX, 48.50%
STX, 62.53%
STX, 69.54%
STZ, 54.91%
STZ, 54.91%
STZ, 62.12%
STZ, 60.52%
SWK, 56.11%
SWK, 52.91%
SWK, 61.92%
SWK, 60.92%
SWKS, 53.51%
SWKS, 57.72%
SWKS, 71.34%
SWKS, 62.73%
SYK, 52.30%
SYK, 51.70%
SYK, 61.72%
SYK, 61.52%
SYMC, 55.31%
SYMC, 49.90%
SYMC, 64.33%
SYMC, 58.92%
SYY, 54.11%
SYY, 55.91%
SYY, 59.92%
SYY, 60.52%
T, 59.52%
T, 59.92%
T, 65.93%
T, 61.72%
TAP, 56.11%
TAP, 54.11%
TAP, 66.93%
TAP, 65.53%
TDG, 52.51%
TDG, 56.51%
TDG, 65.13%
TDG, 61.72%
TEL, 52.71%
TEL, 56.31%
TEL, 63.33%
TEL, 63.33%
TGT, 59.12%
TGT, 59.32%
TGT, 66.93%
TGT, 66.73%
TIF, 51.10%
TIF, 48.90%
TIF, 67.94%
TIF, 69.94%
TJX, 53.51%
TJX, 54.31%
TJX, 68.14%
TJX, 65.33%
TMK, 53.31%
TMK, 54.11%
TMK, 58.32%
TMK, 66.13%
TMO, 56.31%
TMO, 56.31%
TMO, 64.13%
TMO, 65.93%
TPR, 56.31%
TPR, 57.52%
TPR, 65.33%
TPR, 61.12%
TRIP, 54.71%
TRIP, 58.92%
TRIP, 62.53%
TRIP, 66.93%
TROW, 55.11%
TROW, 55.51%
TROW, 62.93%
TROW, 60.52%
TRV, 51.70%
TRV, 51.70%
TRV, 54.11%
TRV, 60.92%
TSCO, 53.71%
TSCO, 52.30%
TSCO, 62.32%
TSCO, 66.93%
TSN, 53.71%
TSN, 59.92%
TSN, 64.53%
TSN, 67.33%
TSS, 55.91%
TSS, 54.31%
TSS, 65.93%
TSS, 52.10%
TXN, 54.51%
TXN, 52.71%
TXN, 63.73%
TXN, 61.92%
TXT, 54.31%
TXT, 57.72%
TXT, 65.93%
TXT, 69.14%
UAA, 49.90%
UAA, 57.72%
UAA, 58.12%
UAA, 52.91%
UAL, 55.31%
UAL, 57.92%
UAL, 69.74%
UAL, 70.74%
UDR, 57.52%
UDR, 56.11%
UDR, 73.35%
UDR, 69.74%
UHS, 54.51%
UHS, 61.92%
UHS, 73.55%
UHS, 65.13%
ULTA, 53.11%
ULTA, 52.71%
ULTA, 61.52%
ULTA, 64.53%
UNH, 56.51%
UNH, 53.51%
UNH, 60.92%
UNH, 61.52%
UNM, 57.72%
UNM, 58.92%
UNM, 62.12%
UNM, 55.91%
UNP, 53.31%
UNP, 50.70%
UNP, 64.13%
UNP, 63.33%
UPS, 51.10%
UPS, 56.51%
UPS, 64.53%
UPS, 62.32%
URI, 50.10%
URI, 53.31%
URI, 69.74%
URI, 57.72%
USB, 52.10%
USB, 51.50%
USB, 66.73%
USB, 62.73%
UTX, 55.71%
UTX, 52.71%
UTX, 60.92%
UTX, 61.12%
V, 49.90%
V, 48.90%
V, 58.92%
V, 58.12%
VAR, 52.10%
VAR, 53.71%
VAR, 57.92%
VAR, 65.53%
VFC, 53.31%
VFC, 59.12%
VFC, 58.92%
VFC, 63.93%
VIAB, 52.30%
VIAB, 51.30%
VIAB, 60.12%
VIAB, 67.94%
VLO, 53.71%
VLO, 54.11%
VLO, 67.33%
VLO, 62.12%
VMC, 56.91%
VMC, 56.91%
VMC, 69.54%
VMC, 64.93%
VNO, 56.31%
VNO, 55.71%
VNO, 71.74%
VNO, 72.14%
VRSK, 50.10%
VRSK, 53.71%
VRSK, 64.93%
VRSK, 59.92%
VRSN, 51.90%
VRSN, 57.31%
VRSN, 61.92%
VRSN, 61.12%
VRTX, 56.11%
VRTX, 57.72%
VRTX, 66.53%
VRTX, 69.54%
VTR, 49.10%
VTR, 53.11%
VTR, 67.74%
VTR, 62.73%
VZ, 57.92%
VZ, 59.52%
VZ, 69.74%
VZ, 63.93%
WAT, 48.90%
WAT, 53.51%
WAT, 64.13%
WAT, 61.72%
WBA, 56.71%
WBA, 57.11%
WBA, 67.94%
WBA, 66.33%
WDC, 53.71%
WDC, 54.91%
WDC, 67.94%
WDC, 60.92%
WEC, 55.31%
WEC, 54.11%
WEC, 61.52%
WEC, 68.54%
WFC, 51.10%
WFC, 51.10%
WFC, 60.92%
WFC, 63.13%
WHR, 54.11%
WHR, 58.92%
WHR, 68.34%
WHR, 71.94%
WLTW, 53.91%
WLTW, 53.71%
WLTW, 66.33%
WLTW, 67.33%
WM, 53.51%
WM, 56.11%
WM, 55.31%
WM, 58.72%
WMB, 50.70%
WMB, 57.31%
WMB, 62.53%
WMB, 59.32%
WMT, 51.50%
WMT, 51.70%
WMT, 57.92%
WMT, 58.72%
WU, 57.52%
WU, 58.12%
WU, 72.75%
WU, 67.54%
WY, 57.52%
WY, 51.70%
WY, 68.94%
WY, 60.72%
WYNN, 56.91%
WYNN, 53.51%
WYNN, 61.32%
WYNN, 58.32%
XEC, 57.72%
XEC, 55.51%
XEC, 72.75%
XEC, 70.54%
XEL, 54.91%
XEL, 54.11%
XEL, 64.53%
XEL, 69.14%
XL, 57.11%
XL, 55.51%
XL, 64.93%
XL, 63.13%
XLNX, 55.11%
XLNX, 54.31%
XLNX, 60.72%
XLNX, 61.12%
XOM, 57.92%
XOM, 59.92%
XOM, 58.12%
XOM, 64.33%
XRAY, 58.12%
XRAY, 55.91%
XRAY, 69.74%
XRAY, 67.74%
XRX, 59.12%
XRX, 56.31%
XRX, 72.95%
XRX, 73.75%
XYL, 52.51%
XYL, 55.31%
XYL, 61.92%
XYL, 59.72%
YUM, 53.91%
YUM, 52.91%
YUM, 62.32%
YUM, 62.73%
ZBH, 53.71%
ZBH, 58.32%
ZBH, 70.94%
ZBH, 69.94%
ZION, 50.50%
ZION, 49.10%
ZION, 65.33%
ZION, 64.33%
ZTS, 50.30%
ZTS, 49.90%
ZTS, 63.33%
ZTS, 61.12%
^BSESN, 55.11%
^BSESN, 60.52%
^BSESN, 64.93%
^BSESN, 65.73%
^DJI, 57.52%
^DJI, 58.72%
^DJI, 69.74%
^DJI, 68.54%
^FTSE, 63.33%
^FTSE, 61.72%
^FTSE, 78.76%
^FTSE, 78.16%
^GSPC, 62.32%
^GSPC, 60.52%
^GSPC, 64.93%
^GSPC, 66.53%
^HSI, 52.30%
^HSI, 56.51%
^HSI, 56.11%
^HSI, 59.32%
^IXIC, 50.10%
^IXIC, 57.72%
^IXIC, 59.72%
^IXIC, 61.92%
^N225, 50.50%
^N225, 51.50%
^N225, 57.52%
^N225, 57.92%
A, 52.3%, 52.51%, 63.13%, 62.73%
AAL, 57.52%, 49.3%, 72.55%, 69.54%
AAP, 53.11%, 51.3%, 66.33%, 69.94%
AAPL, 53.11%, 52.1%, 58.32%, 57.72%
ABBV, 57.92%, 55.71%, 63.73%, 67.74%
ABC, 58.72%, 53.91%, 66.13%, 63.13%
ABT, 56.91%, 55.51%, 55.11%, 63.33%
ACN, 49.1%, 52.1%, 59.72%, 65.73%
ADBE, 47.7%, 55.51%, 54.51%, 52.91%
ADI, 50.5%, 56.51%, 57.11%, 63.13%
ADM, 52.91%, 57.92%, 67.94%, 66.53%
ADP, 54.71%, 52.51%, 62.73%, 64.93%
ADS, 57.72%, 56.31%, 69.14%, 66.73%
ADSK, 53.51%, 58.92%, 57.72%, 57.31%
AEE, 56.11%, 59.72%, 66.93%, 61.72%
AEP, 57.52%, 52.3%, 68.54%, 68.54%
AES, 56.11%, 59.92%, 72.14%, 65.53%
AET, 57.52%, 52.51%, 61.32%, 65.33%
AFL, 53.71%, 49.5%, 58.52%, 61.72%
AGN, 52.51%, 53.51%, 62.73%, 69.14%
AIG, 57.52%, 54.31%, 56.51%, 65.53%
AIV, 53.11%, 56.31%, 70.74%, 75.35%
AIZ, 54.31%, 55.11%, 68.74%, 69.54%
AJG, 54.31%, 50.3%, 62.73%, 59.72%
AKAM, 54.31%, 53.11%, 67.94%, 63.93%
ALB, 52.1%, 56.91%, 60.12%, 65.73%
ALGN, 52.3%, 51.9%, 59.72%, 58.72%
ALK, 48.3%, 53.31%, 72.55%, 63.93%
ALL, 58.32%, 53.31%, 64.13%, 64.13%
ALLE, 49.1%, 54.11%, 69.14%, 68.14%
ALXN, 61.52%, 60.92%, 71.54%, 74.55%
AMAT, 53.91%, 53.51%, 62.53%, 61.32%
AMD, 57.72%, 54.91%, 59.92%, 65.13%
AME, 55.11%, 53.91%, 59.52%, 63.33%
AMG, 56.71%, 58.12%, 60.12%, 67.33%
AMGN, 49.9%, 48.5%, 71.94%, 67.54%
AMP, 48.3%, 53.51%, 62.73%, 59.92%
AMT, 54.71%, 54.71%, 68.34%, 67.94%
AMZN, 54.91%, 46.09%, 59.92%, 60.72%
ANDV, 54.31%, 54.91%, 62.12%, 68.54%
ANSS, 54.51%, 55.51%, 67.74%, 64.93%
ANTM, 57.11%, 52.3%, 66.73%, 65.93%
AON, 53.31%, 55.11%, 63.93%, 60.72%
AOS, 52.71%, 53.11%, 56.51%, 59.32%
APA, 53.71%, 54.51%, 68.74%, 64.13%
APC, 52.91%, 55.91%, 61.32%, 65.13%
APD, 54.11%, 55.31%, 57.31%, 61.52%
APH, 53.31%, 54.11%, 64.73%, 67.13%
APTV, 54.71%, 54.31%, 60.52%, 68.14%
ARE, 56.51%, 57.92%, 69.14%, 63.33%
ARNC, 56.11%, 55.11%, 67.33%, 60.92%
ATVI, 50.9%, 55.91%, 60.12%, 60.72%
AVB, 55.51%, 50.9%, 70.94%, 72.14%
AVGO, 54.91%, 55.11%, 64.33%, 62.12%
AVY, 52.71%, 53.51%, 61.72%, 59.92%
AWK, 52.51%, 53.91%, 67.54%, 66.73%
AXP, 55.11%, 55.91%, 62.32%, 61.52%
AYI, 51.3%, 54.11%, 67.13%, 68.14%
AZO, 54.31%, 56.91%, 66.53%, 69.94%
BA, 52.51%, 51.3%, 62.73%, 61.72%
BAC, 51.9%, 52.1%, 60.12%, 60.32%
BAX, 54.51%, 54.31%, 67.54%, 58.12%
BBT, 58.32%, 52.71%, 63.33%, 58.92%
BBY, 53.71%, 55.71%, 67.94%, 63.73%
BDX, 53.51%, 56.11%, 63.13%, 60.52%
BEN, 56.31%, 52.91%, 61.92%, 64.93%
BHGE, 53.11%, 56.31%, 58.92%, 67.54%
BIIB, 51.5%, 58.52%, 72.55%, 72.95%
BK, 51.1%, 54.71%, 58.12%, 62.53%
BLK, 54.51%, 58.52%, 64.93%, 65.33%
BLL, 50.7%, 56.51%, 61.92%, 68.54%
BMY, 52.3%, 54.71%, 72.14%, 60.12%
BSX, 46.89%, 51.7%, 67.33%, 59.92%
BWA, 56.11%, 61.32%, 61.32%, 69.54%
BXP, 53.11%, 55.51%, 70.54%, 75.35%
C, 53.31%, 57.11%, 57.72%, 60.72%
CA, 51.9%, 50.9%, 67.33%, 66.73%
CAG, 53.91%, 53.91%, 67.13%, 62.73%
CAH, 52.51%, 60.52%, 66.33%, 62.12%
CAT, 53.71%, 58.32%, 62.73%, 56.91%
CB, 51.9%, 52.1%, 66.13%, 63.33%
CBOE, 55.51%, 49.9%, 56.11%, 65.13%
CBS, 56.91%, 59.12%, 69.34%, 68.14%
CCI, 52.51%, 56.11%, 66.13%, 65.33%
CCL, 54.91%, 54.71%, 58.12%, 63.73%
CDNS, 53.51%, 51.3%, 63.93%, 61.72%
CELG, 52.3%, 60.12%, 64.13%, 68.74%
CERN, 54.11%, 59.72%, 73.15%, 68.94%
CF, 54.31%, 52.3%, 67.74%, 67.94%
CHD, 54.71%, 55.71%, 66.13%, 61.12%
CHK, 50.7%, 55.11%, 65.33%, 62.93%
CHRW, 56.31%, 55.51%, 67.13%, 67.54%
CHTR, 56.71%, 54.51%, 65.33%, 60.32%
CI, 53.31%, 56.31%, 62.73%, 65.33%
CINF, 54.31%, 53.31%, 66.13%, 66.73%
CL, 57.11%, 54.71%, 64.33%, 67.13%
CLX, 56.71%, 54.71%, 65.93%, 65.53%
CMA, 55.31%, 51.5%, 70.34%, 61.32%
CMCSA, 55.11%, 51.7%, 58.32%, 69.74%
CME, 52.91%, 55.51%, 60.12%, 60.32%
CMG, 50.1%, 56.51%, 66.33%, 68.94%
CMI, 46.49%, 57.52%, 60.12%, 69.14%
CMS, 54.51%, 54.11%, 60.52%, 68.14%
CNC, 50.3%, 56.31%, 69.74%, 64.53%
CNP, 58.12%, 53.11%, 65.93%, 68.34%
COF, 55.91%, 55.51%, 65.73%, 57.11%
COG, 50.1%, 53.11%, 71.94%, 71.34%
COL, 56.51%, 54.91%, 64.53%, 56.91%
COO, 53.51%, 59.92%, 68.34%, 69.54%
COP, 50.9%, 55.31%, 63.93%, 66.33%
COST, 52.71%, 52.91%, 62.32%, 65.73%
COTY, 54.71%, 55.51%, 68.14%, 71.34%
CPB, 53.91%, 52.71%, 61.12%, 52.51%
CRM, 55.11%, 54.51%, 61.72%, 54.31%
CSCO, 53.31%, 53.31%, 65.33%, 58.72%
CSX, 54.31%, 51.7%, 61.32%, 68.34%
CTAS, 55.11%, 52.1%, 63.13%, 56.51%
CTL, 54.11%, 56.11%, 59.52%, 64.93%
CTSH, 57.52%, 49.7%, 59.92%, 66.53%
CTXS, 52.1%, 52.51%, 65.53%, 63.73%
CVS, 52.91%, 55.51%, 63.13%, 62.73%
CVX, 52.91%, 50.3%, 60.92%, 52.1%
CXO, 52.71%, 55.91%, 67.74%, 72.34%
D, 52.3%, 51.7%, 65.33%, 72.55%
DAL, 53.71%, 59.72%, 70.54%, 69.74%
DE, 50.3%, 51.9%, 64.73%, 59.92%
DFS, 49.3%, 56.71%, 65.33%, 67.94%
DG, 51.3%, 55.31%, 65.93%, 57.72%
DGX, 54.71%, 52.3%, 69.74%, 65.53%
DHI, 53.51%, 52.1%, 56.91%, 60.72%
DHR, 55.71%, 49.9%, 56.71%, 64.93%
DIS, 48.5%, 54.31%, 66.33%, 66.73%
DISCA, 56.31%, 52.51%, 70.34%, 69.54%
DISCK, 59.12%, 56.91%, 66.33%, 70.54%
DISH, 51.3%, 52.91%, 65.53%, 61.32%
DLR, 56.51%, 60.92%, 62.93%, 70.54%
DLTR, 53.71%, 55.51%, 70.54%, 68.34%
DOV, 53.91%, 49.1%, 63.53%, 59.92%
DPS, 51.1%, 54.11%, 58.72%, 64.73%
DRE, 56.51%, 55.11%, 69.94%, 67.33%
DRI, 58.12%, 50.1%, 55.91%, 61.92%
DTE, 55.51%, 61.12%, 54.51%, 67.54%
DUK, 55.91%, 59.72%, 58.12%, 71.94%
DVA, 54.11%, 59.12%, 60.72%, 69.34%
DVN, 54.31%, 55.11%, 62.12%, 53.31%
DWDP, 48.3%, 51.3%, 68.34%, 66.33%
DXC, 54.71%, 52.3%, 55.51%, 57.11%
EA, 53.51%, 56.71%, 64.93%, 59.32%
EBAY, 53.11%, 54.31%, 57.72%, 62.53%
ECL, 56.11%, 53.51%, 67.33%, 70.14%
ED, 50.7%, 56.91%, 70.34%, 60.72%
EFX, 52.91%, 48.3%, 59.52%, 52.1%
EIX, 54.51%, 57.11%, 70.94%, 69.34%
EL, 53.91%, 53.31%, 57.31%, 58.92%
EMN, 54.31%, 53.91%, 64.73%, 66.13%
EMR, 53.51%, 57.11%, 66.73%, 60.52%
EOG, 56.91%, 56.51%, 61.92%, 62.53%
EQIX, 54.31%, 51.1%, 65.13%, 61.92%
EQR, 52.71%, 57.72%, 60.52%, 63.53%
EQT, 58.12%, 56.91%, 68.14%, 68.54%
ES, 57.11%, 58.72%, 67.13%, 69.74%
ESRX, 58.32%, 59.12%, 70.94%, 61.12%
ESS, 54.31%, 58.92%, 74.75%, 72.95%
ETFC, 53.71%, 55.51%, 55.71%, 55.51%
ETN, 53.91%, 53.11%, 60.52%, 68.14%
ETR, 54.31%, 50.7%, 74.35%, 73.95%
EVHC, 50.7%, 53.51%, 66.93%, 62.53%
EW, 52.91%, 53.51%, 59.72%, 61.52%
EXC, 53.91%, 55.31%, 74.35%, 72.34%
EXPD, 47.9%, 51.3%, 60.12%, 63.13%
EXPE, 58.12%, 56.71%, 67.33%, 66.73%
EXR, 52.91%, 60.52%, 68.34%, 71.54%
F, 54.11%, 54.71%, 64.13%, 62.93%
FAST, 52.71%, 56.11%, 68.94%, 65.13%
FB, 53.51%, 54.51%, 56.71%, 66.33%
FBHS, 55.31%, 56.11%, 67.33%, 72.14%
FCX, 56.51%, 54.51%, 61.72%, 66.73%
FDX, 55.51%, 55.71%, 56.51%, 62.12%
FE, 56.91%, 58.32%, 71.14%, 74.95%
FFIV, 49.3%, 57.11%, 68.94%, 65.33%
FIS, 53.91%, 48.9%, 61.92%, 55.51%
FISV, 52.71%, 48.7%, 55.51%, 55.71%
FITB, 52.51%, 52.1%, 61.32%, 66.73%
FL, 55.11%, 54.11%, 65.73%, 62.32%
FLIR, 54.71%, 55.11%, 66.33%, 61.32%
FLR, 52.3%, 60.92%, 67.94%, 62.73%
FLS, 53.71%, 52.91%, 71.74%, 64.33%
FMC, 53.51%, 54.31%, 66.53%, 57.11%
FOX, 56.91%, 57.31%, 67.54%, 70.74%
FOXA, 52.71%, 52.1%, 67.13%, 69.94%
FRT, 54.91%, 56.91%, 64.13%, 59.52%
FTI, 52.91%, 53.11%, 62.12%, 59.72%
GD, 54.11%, 54.71%, 68.34%, 67.33%
GE, 56.71%, 52.1%, 62.93%, 62.93%
GGP, 53.11%, 58.92%, 66.13%, 68.74%
GILD, 53.31%, 53.31%, 69.14%, 66.93%
GIS, 55.31%, 57.11%, 62.93%, 63.93%
GLW, 55.91%, 53.51%, 56.71%, 62.53%
GM, 55.51%, 58.32%, 74.15%, 67.74%
GOOG, 52.91%, 53.11%, 59.52%, 62.53%
GOOGL, 48.3%, 53.11%, 60.32%, 56.71%
GPC, 51.1%, 54.31%, 65.73%, 66.33%
GPN, 52.71%, 52.3%, 66.33%, 59.72%
GPS, 54.31%, 49.9%, 67.54%, 65.33%
GRMN, 54.11%, 53.11%, 65.13%, 63.73%
GS, 54.91%, 52.3%, 64.93%, 65.53%
GT, 57.31%, 51.5%, 64.53%, 69.14%
GWW, 56.11%, 52.1%, 58.72%, 61.72%
HAL, 53.31%, 59.32%, 66.53%, 63.53%
HAS, 52.1%, 51.5%, 57.92%, 61.92%
HBAN, 48.5%, 58.32%, 65.73%, 61.12%
HBI, 50.9%, 50.1%, 67.13%, 68.14%
HCA, 53.91%, 60.72%, 66.93%, 69.94%
HCP, 56.31%, 57.11%, 63.13%, 67.33%
HD, 51.7%, 50.3%, 59.12%, 59.12%
HES, 52.1%, 56.51%, 64.13%, 62.73%
HIG, 53.91%, 56.31%, 64.33%, 64.33%
HII, 57.11%, 54.71%, 66.73%, 60.72%
HLT, 56.31%, 52.71%, 65.73%, 63.53%
HOG, 56.91%, 50.3%, 67.94%, 61.12%
HOLX, 56.71%, 55.31%, 67.94%, 62.93%
HON, 55.11%, 52.3%, 53.31%, 61.92%
HP, 56.31%, 51.9%, 62.12%, 66.93%
HPQ, 55.71%, 56.31%, 65.33%, 59.72%
HRB, 55.71%, 51.3%, 65.53%, 67.54%
HRL, 52.1%, 56.51%, 62.53%, 70.54%
HRS, 52.51%, 56.11%, 59.12%, 55.71%
HSIC, 49.9%, 52.91%, 69.14%, 67.33%
HST, 54.91%, 62.73%, 67.74%, 71.54%
HSY, 54.91%, 56.31%, 69.34%, 70.94%
HUM, 50.9%, 53.51%, 56.11%, 66.33%
IBM, 55.31%, 51.3%, 62.93%, 63.13%
ICE, 52.1%, 51.7%, 68.34%, 66.73%
IDXX, 49.3%, 49.9%, 62.73%, 55.31%
IFF, 52.1%, 57.11%, 61.92%, 57.31%
ILMN, 56.71%, 56.11%, 69.54%, 67.54%
INCY, 52.91%, 51.7%, 72.34%, 73.75%
INTC, 54.71%, 50.1%, 64.93%, 60.32%
INTU, 53.51%, 54.51%, 56.31%, 56.91%
IP, 51.3%, 54.51%, 69.14%, 70.94%
IPG, 53.31%, 56.71%, 70.34%, 67.54%
IQV, 54.91%, 56.91%, 64.33%, 64.13%
IR, 52.1%, 55.71%, 61.92%, 66.53%
IRM, 60.12%, 60.12%, 66.33%, 70.14%
ISRG, 52.51%, 54.51%, 59.92%, 64.73%
IT, 56.71%, 55.51%, 65.93%, 62.93%
ITW, 54.31%, 49.9%, 59.52%, 57.72%
IVZ, 54.11%, 56.51%, 68.34%, 63.13%
JBHT, 52.71%, 55.31%, 59.32%, 65.13%
JCI, 55.11%, 55.51%, 68.74%, 68.94%
JEC, 53.11%, 54.31%, 57.72%, 66.13%
JNJ, 50.1%, 56.91%, 61.92%, 67.94%
JNPR, 55.71%, 54.91%, 63.93%, 68.34%
JPM, 53.71%, 49.9%, 59.72%, 49.3%
JWN, 59.92%, 57.11%, 65.93%, 59.92%
K, 56.31%, 58.52%, 67.54%, 72.95%
KEY, 51.9%, 55.91%, 67.54%, 65.33%
KIM, 56.51%, 58.12%, 65.13%, 67.74%
KLAC, 53.71%, 54.71%, 67.74%, 64.33%
KMB, 54.51%, 52.3%, 70.94%, 67.33%
KMI, 55.11%, 49.3%, 63.33%, 63.93%
KMX, 54.31%, 59.72%, 70.94%, 70.14%
KO, 53.11%, 55.51%, 69.54%, 67.13%
KORS, 52.3%, 57.11%, 63.93%, 66.93%
KR, 56.91%, 56.91%, 59.92%, 63.13%
KSS, 58.72%, 53.71%, 66.33%, 69.54%
KSU, 54.11%, 58.92%, 70.14%, 75.15%
L, 45.29%, 58.12%, 61.72%, 64.53%
LB, 57.52%, 54.51%, 63.93%, 68.14%
LEG, 54.31%, 54.31%, 70.94%, 64.93%
LEN, 57.92%, 55.11%, 68.94%, 63.33%
LH, 54.71%, 56.91%, 61.72%, 57.92%
LKQ, 57.11%, 53.71%, 66.13%, 65.93%
LLL, 54.31%, 56.31%, 59.12%, 62.93%
LLY, 56.31%, 52.91%, 64.13%, 68.94%
LMT, 51.3%, 54.71%, 52.71%, 57.11%
LNC, 54.11%, 58.32%, 62.93%, 57.92%
LNT, 58.12%, 58.12%, 71.14%, 71.54%
LOW, 59.12%, 55.11%, 66.73%, 53.31%
LRCX, 50.7%, 55.51%, 63.13%, 58.72%
LUV, 56.91%, 56.31%, 63.73%, 59.92%
LYB, 58.72%, 57.11%, 65.73%, 63.53%
M, 52.3%, 53.91%, 61.32%, 65.53%
MA, 50.3%, 55.11%, 62.32%, 61.32%
MAA, 53.11%, 51.1%, 58.92%, 60.92%
MAC, 53.51%, 52.1%, 66.93%, 67.54%
MAR, 53.51%, 57.92%, 60.32%, 64.13%
MAS, 52.71%, 52.91%, 65.53%, 65.13%
MAT, 53.11%, 52.51%, 72.55%, 63.73%
MCD, 50.7%, 54.91%, 56.11%, 61.52%
MCHP, 55.71%, 51.3%, 60.92%, 65.33%
MCK, 60.52%, 58.12%, 63.33%, 70.14%
MCO, 49.3%, 55.31%, 64.53%, 61.12%
MDLZ, 57.31%, 52.51%, 65.33%, 68.14%
MDT, 55.31%, 54.11%, 67.94%, 68.14%
MET, 51.3%, 56.11%, 59.52%, 59.52%
MGM, 56.11%, 51.3%, 65.13%, 63.73%
MHK, 49.7%, 55.91%, 55.91%, 65.53%
